scope,direction,transport,source_id,destination_id,route_class,estimate,ci_low,ci_high
comforting,induction,aligned,layer_09.head_04,layer_09.head_13,within_layer,0.004485463981818396,0.0017786468141659667,0.00863544981774557
comforting,induction,aligned,layer_09.head_04,layer_10.head_02,earlier_to_later,0.01280196964936388,0.007271183257284756,0.019210804122781252
comforting,induction,aligned,layer_09.head_04,layer_10.head_12,earlier_to_later,0.04600957223780739,0.025854701113100967,0.07294108620878022
comforting,induction,aligned,layer_09.head_04,layer_11.head_08,earlier_to_later,0.002767193250149706,0.00158340779663682,0.004201100716130698
comforting,induction,aligned,layer_09.head_04,layer_11.head_09,earlier_to_later,0.013019609365554023,0.007678150498510729,0.01937477075481644
comforting,induction,aligned,layer_09.head_04,layer_11.head_14,earlier_to_later,0.005803141676848424,0.003287734394059713,0.008877098520936173
comforting,induction,aligned,layer_09.head_04,layer_11.head_15,earlier_to_later,0.008902522084463321,0.0051641672675474285,0.013433453541225682
comforting,induction,aligned,layer_09.head_04,layer_12.head_02,earlier_to_later,0.0016309868396698027,0.000665990168850403,0.002986285598621271
comforting,induction,aligned,layer_09.head_04,layer_12.head_03,earlier_to_later,0.0008520270825438977,0.0004698204889489885,0.0013009433915578531
comforting,induction,aligned,layer_09.head_04,layer_12.head_12,earlier_to_later,0.011995995460107127,0.006352800904091198,0.019597479275432123
comforting,induction,aligned,layer_09.head_11,layer_09.head_04,within_layer,0.007522147092979566,0.004051767598438834,0.011821048926499463
comforting,induction,aligned,layer_09.head_11,layer_09.head_11,identity,0.009198979932036168,0.0053805417676053655,0.01365877570103365
